terms	cellType	value
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	11	-0.474471807022648
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	0	-0.2360143852082
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	1	0.137720914986235
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	2	-0.20893248088982
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	3	0.147607982717188
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	4	0.135508471595728
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	5	-0.394380563603763
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	6	-0.228823597476781
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	7	-0.0515492447158912
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	8	0.256040622791698
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	9	0.106481366544432
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	10	-0.105012984359031
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	11	0.114019273051062
LEIN_MEDULLA_MARKERS	0	-0.0726843811752139
LEIN_MEDULLA_MARKERS	1	0.142625823197425
LEIN_MEDULLA_MARKERS	2	-0.103153831218474
LEIN_MEDULLA_MARKERS	3	-0.196912229356982
LEIN_MEDULLA_MARKERS	4	0.0258149168048804
LEIN_MEDULLA_MARKERS	5	0.114698757349987
LEIN_MEDULLA_MARKERS	6	-0.0568319418350738
LEIN_MEDULLA_MARKERS	7	-0.24008996495433
LEIN_MEDULLA_MARKERS	8	-0.0646356194798779
LEIN_MEDULLA_MARKERS	9	0.12469493463987
LEIN_MEDULLA_MARKERS	10	0.112344374176758
LEIN_MEDULLA_MARKERS	11	0.0135598887325674
LEIN_MIDBRAIN_MARKERS	0	-0.0433406753917152
LEIN_MIDBRAIN_MARKERS	1	0.0792529492289785
LEIN_MIDBRAIN_MARKERS	2	-0.140648143187957
LEIN_MIDBRAIN_MARKERS	3	-0.141171371359812
LEIN_MIDBRAIN_MARKERS	4	0.255309408616502
LEIN_MIDBRAIN_MARKERS	5	0.167648903719812
LEIN_MIDBRAIN_MARKERS	6	-0.00456660179989504
LEIN_MIDBRAIN_MARKERS	7	-0.0601893313530875
LEIN_MIDBRAIN_MARKERS	8	0.223404853365139
LEIN_MIDBRAIN_MARKERS	9	0.216101426406721
LEIN_MIDBRAIN_MARKERS	10	0.0346257475051565
LEIN_MIDBRAIN_MARKERS	11	-0.0205959404866265
LEIN_NEURON_MARKERS	0	-0.0915268689611673
LEIN_NEURON_MARKERS	1	-0.0171548302563894
LEIN_NEURON_MARKERS	2	-0.266067361397299
LEIN_NEURON_MARKERS	3	-0.392903170408562
LEIN_NEURON_MARKERS	4	-0.12489116296765
LEIN_NEURON_MARKERS	5	-0.108821794437
LEIN_NEURON_MARKERS	6	-0.394185328408101
LEIN_NEURON_MARKERS	7	-0.267407036271132
LEIN_NEURON_MARKERS	8	0.226000225475625
LEIN_NEURON_MARKERS	9	0.0388563011373713
LEIN_NEURON_MARKERS	10	-0.0749056466185213
LEIN_NEURON_MARKERS	11	-0.248520842814426
LEIN_OLIGODENDROCYTE_MARKERS	0	-0.173111051353889
LEIN_OLIGODENDROCYTE_MARKERS	1	0.181205623681418
LEIN_OLIGODENDROCYTE_MARKERS	2	0.0129840871491303
LEIN_OLIGODENDROCYTE_MARKERS	3	-0.329347339824394
LEIN_OLIGODENDROCYTE_MARKERS	4	0.157930839806404
LEIN_OLIGODENDROCYTE_MARKERS	5	0.184995314808768
LEIN_OLIGODENDROCYTE_MARKERS	6	-0.123740426470927
LEIN_OLIGODENDROCYTE_MARKERS	7	-0.0997601828563344
LEIN_OLIGODENDROCYTE_MARKERS	8	0.294169820551949
LEIN_OLIGODENDROCYTE_MARKERS	9	0.334616074845755
LEIN_OLIGODENDROCYTE_MARKERS	10	0.211294010301235
LEIN_OLIGODENDROCYTE_MARKERS	11	0.0653797068256997
LEIN_PONS_MARKERS	0	-0.0821779484711401
LEIN_PONS_MARKERS	1	-0.0383110398724743
LEIN_PONS_MARKERS	2	0.0748493486906259
LEIN_PONS_MARKERS	3	-0.248609618342376
LEIN_PONS_MARKERS	4	0.234024472131028
LEIN_PONS_MARKERS	5	-0.0594347799942005
LEIN_PONS_MARKERS	6	-0.0845118432572768
LEIN_PONS_MARKERS	7	-0.0487569167489006
LEIN_PONS_MARKERS	8	0.383647221656888
LEIN_PONS_MARKERS	9	0.307203977759231
LEIN_PONS_MARKERS	10	-0.180694398815306
LEIN_PONS_MARKERS	11	-0.0267475618132737
LENAOUR_DENDRITIC_CELL_MATURATION_DN	0	-0.5075222965045
LENAOUR_DENDRITIC_CELL_MATURATION_DN	1	-0.339495408629719
LENAOUR_DENDRITIC_CELL_MATURATION_DN	2	0.132810038814674
LENAOUR_DENDRITIC_CELL_MATURATION_DN	3	-0.200967514154998
LENAOUR_DENDRITIC_CELL_MATURATION_DN	4	-0.258366313488956
LENAOUR_DENDRITIC_CELL_MATURATION_DN	5	-0.344918351736697
LENAOUR_DENDRITIC_CELL_MATURATION_DN	6	-0.430588813897051
LENAOUR_DENDRITIC_CELL_MATURATION_DN	7	0.04995330602928
LENAOUR_DENDRITIC_CELL_MATURATION_DN	8	-0.0507076503457578
LENAOUR_DENDRITIC_CELL_MATURATION_DN	9	-0.100618252689294
LENAOUR_DENDRITIC_CELL_MATURATION_DN	10	-0.173888390397976
LENAOUR_DENDRITIC_CELL_MATURATION_DN	11	-0.16801667961613
LENAOUR_DENDRITIC_CELL_MATURATION_UP	0	-0.13268003985483
LENAOUR_DENDRITIC_CELL_MATURATION_UP	1	-0.225358823974901
LENAOUR_DENDRITIC_CELL_MATURATION_UP	2	-0.247799103772082
LENAOUR_DENDRITIC_CELL_MATURATION_UP	3	-0.198326686031101
LENAOUR_DENDRITIC_CELL_MATURATION_UP	4	-0.0639068909312226
LENAOUR_DENDRITIC_CELL_MATURATION_UP	5	-0.118024029307798
LENAOUR_DENDRITIC_CELL_MATURATION_UP	6	-0.264608463028161
LENAOUR_DENDRITIC_CELL_MATURATION_UP	7	-0.064807846401595
LENAOUR_DENDRITIC_CELL_MATURATION_UP	8	-0.0569843171484037
LENAOUR_DENDRITIC_CELL_MATURATION_UP	9	-0.0912295733347414
LENAOUR_DENDRITIC_CELL_MATURATION_UP	10	0.101426749463397
LENAOUR_DENDRITIC_CELL_MATURATION_UP	11	0.0594259181959623
LEONARD_HYPOXIA	0	-0.24768171765835
LEONARD_HYPOXIA	1	0.286108269247038
LEONARD_HYPOXIA	2	0.132171705014075
LEONARD_HYPOXIA	3	-0.446051473623469
LEONARD_HYPOXIA	4	0.0919185373259501
LEONARD_HYPOXIA	5	0.083923824726028
LEONARD_HYPOXIA	6	-0.0813541031170364
LEONARD_HYPOXIA	7	0.0124974617785612
LEONARD_HYPOXIA	8	0.107599066366152
LEONARD_HYPOXIA	9	0.358483650240148
LEONARD_HYPOXIA	10	-0.00270736019601664
LEONARD_HYPOXIA	11	-0.22384446265735
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	0	-0.121198625728201
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	1	-0.432945290052238
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	2	0.280239659095339
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	3	-0.108775749774363
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	4	-0.466107175153503
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	5	-0.233889898797772
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	6	-0.475751612750289
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	7	-0.00771356299598547
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	8	-0.179572889102343
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	9	-0.0931709251841952
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	10	0.148035643308051
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	11	-0.330222741703719
LI_AMPLIFIED_IN_LUNG_CANCER	0	0.00853628381234189
LI_AMPLIFIED_IN_LUNG_CANCER	1	-0.0966575637895334
LI_AMPLIFIED_IN_LUNG_CANCER	2	0.208530746561641
LI_AMPLIFIED_IN_LUNG_CANCER	3	-0.184209652155616
LI_AMPLIFIED_IN_LUNG_CANCER	4	0.293262170598148
LI_AMPLIFIED_IN_LUNG_CANCER	5	-0.253373724185963
LI_AMPLIFIED_IN_LUNG_CANCER	6	0.322503883394062
LI_AMPLIFIED_IN_LUNG_CANCER	7	-0.368044119972373
LI_AMPLIFIED_IN_LUNG_CANCER	8	0.420030722879983
LI_AMPLIFIED_IN_LUNG_CANCER	9	0.442113177914698
LI_AMPLIFIED_IN_LUNG_CANCER	10	-0.24344278990481
LI_AMPLIFIED_IN_LUNG_CANCER	11	0.207491105412868
LI_CISPLATIN_RESISTANCE_DN	0	0.0912528255732314
LI_CISPLATIN_RESISTANCE_DN	1	0.0216853877793433
LI_CISPLATIN_RESISTANCE_DN	2	0.144880994235535
LI_CISPLATIN_RESISTANCE_DN	3	-0.499991930946333
LI_CISPLATIN_RESISTANCE_DN	4	0.291958484664385
LI_CISPLATIN_RESISTANCE_DN	5	0.129037139517819
LI_CISPLATIN_RESISTANCE_DN	6	-0.34156544237572
LI_CISPLATIN_RESISTANCE_DN	7	0.240397642792737
LI_CISPLATIN_RESISTANCE_DN	8	0.343239484721897
LI_CISPLATIN_RESISTANCE_DN	9	0.288033039467638
LI_CISPLATIN_RESISTANCE_DN	10	-0.259434298644501
LI_CISPLATIN_RESISTANCE_DN	11	-0.569578082928199
LI_CISPLATIN_RESISTANCE_UP	0	0.0143803972368932
LI_CISPLATIN_RESISTANCE_UP	1	-0.0741673162278464
LI_CISPLATIN_RESISTANCE_UP	2	0.0827527476512046
LI_CISPLATIN_RESISTANCE_UP	3	-0.126367023307054
LI_CISPLATIN_RESISTANCE_UP	4	0.379430046174999
LI_CISPLATIN_RESISTANCE_UP	5	0.0842163908065419
LI_CISPLATIN_RESISTANCE_UP	6	-0.27408762737953
LI_CISPLATIN_RESISTANCE_UP	7	0.181127175203952
LI_CISPLATIN_RESISTANCE_UP	8	0.434017843771612
LI_CISPLATIN_RESISTANCE_UP	9	0.292294037216934
LI_CISPLATIN_RESISTANCE_UP	10	-0.419279328582989
LI_CISPLATIN_RESISTANCE_UP	11	-0.195082313081663
LI_CYTIDINE_ANALOG_PATHWAY	0	-0.279581649184003
LI_CYTIDINE_ANALOG_PATHWAY	1	-0.196499192681899
LI_CYTIDINE_ANALOG_PATHWAY	2	-0.160166908464685
LI_CYTIDINE_ANALOG_PATHWAY	3	0.290100629870194
LI_CYTIDINE_ANALOG_PATHWAY	4	0.0181559546751483
LI_CYTIDINE_ANALOG_PATHWAY	5	-0.517361922508718
LI_CYTIDINE_ANALOG_PATHWAY	6	0.202622713959618
LI_CYTIDINE_ANALOG_PATHWAY	7	-0.118853813082438
LI_CYTIDINE_ANALOG_PATHWAY	8	0.477295972922095
LI_CYTIDINE_ANALOG_PATHWAY	9	0.113339717946872
LI_CYTIDINE_ANALOG_PATHWAY	10	0.109197869273861
LI_CYTIDINE_ANALOG_PATHWAY	11	-0.00614588043531328
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	0	0.210795138878977
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	1	0.0861191250334507
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	2	-0.300563113335709
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	3	-0.186352221441199
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	4	-0.355150563815666
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	5	0.0734811154038021
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	6	0.0657029610498041
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	7	-0.0452164666729155
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	8	-0.344204146003012
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	9	-0.228450111369141
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	10	0.286582482824669
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	11	0.100840989569286
LI_DCP2_BOUND_MRNA	0	-0.375441661681241
LI_DCP2_BOUND_MRNA	1	-0.25899547768581
LI_DCP2_BOUND_MRNA	2	0.0377517815511479
LI_DCP2_BOUND_MRNA	3	-0.391762799799785
LI_DCP2_BOUND_MRNA	4	-0.356509425099122
LI_DCP2_BOUND_MRNA	5	-0.181825255648752
LI_DCP2_BOUND_MRNA	6	0.316296399268658
LI_DCP2_BOUND_MRNA	7	0.026247643533445
LI_DCP2_BOUND_MRNA	8	-0.220164843600149
LI_DCP2_BOUND_MRNA	9	0.0796262731422266
LI_DCP2_BOUND_MRNA	10	0.109450175786712
LI_DCP2_BOUND_MRNA	11	0.368814191836946
LI_INDUCED_T_TO_NATURAL_KILLER_DN	0	-0.0402826301374212
LI_INDUCED_T_TO_NATURAL_KILLER_DN	1	-0.0256075811718903
LI_INDUCED_T_TO_NATURAL_KILLER_DN	2	-0.198402296496945
LI_INDUCED_T_TO_NATURAL_KILLER_DN	3	-0.233783937830345
LI_INDUCED_T_TO_NATURAL_KILLER_DN	4	-0.107210017461075
LI_INDUCED_T_TO_NATURAL_KILLER_DN	5	-0.149737496824369
LI_INDUCED_T_TO_NATURAL_KILLER_DN	6	0.0671550385184034
LI_INDUCED_T_TO_NATURAL_KILLER_DN	7	-0.0882673125962475
LI_INDUCED_T_TO_NATURAL_KILLER_DN	8	0.138996360010819
LI_INDUCED_T_TO_NATURAL_KILLER_DN	9	0.146294783962208
LI_INDUCED_T_TO_NATURAL_KILLER_DN	10	0.0160617385075766
LI_INDUCED_T_TO_NATURAL_KILLER_DN	11	-0.0410817165963804
LI_INDUCED_T_TO_NATURAL_KILLER_UP	0	-0.391918937611913
LI_INDUCED_T_TO_NATURAL_KILLER_UP	1	-0.107927463081683
LI_INDUCED_T_TO_NATURAL_KILLER_UP	2	0.0163308432764389
LI_INDUCED_T_TO_NATURAL_KILLER_UP	3	-0.295649674778842
LI_INDUCED_T_TO_NATURAL_KILLER_UP	4	-0.0824522344799102
LI_INDUCED_T_TO_NATURAL_KILLER_UP	5	-0.157107563356656
LI_INDUCED_T_TO_NATURAL_KILLER_UP	6	-0.216452822346441
LI_INDUCED_T_TO_NATURAL_KILLER_UP	7	0.0393150466743733
LI_INDUCED_T_TO_NATURAL_KILLER_UP	8	0.00438296651347442
LI_INDUCED_T_TO_NATURAL_KILLER_UP	9	-0.00473889772799707
LI_INDUCED_T_TO_NATURAL_KILLER_UP	10	-0.215290985340704
LI_INDUCED_T_TO_NATURAL_KILLER_UP	11	-0.114986388905766
LI_LUNG_CANCER	0	-0.216604419336694
LI_LUNG_CANCER	1	-0.210133193664089
LI_LUNG_CANCER	2	0.159647992756885
LI_LUNG_CANCER	3	-0.0167781740982638
LI_LUNG_CANCER	4	-0.0442621697007804
LI_LUNG_CANCER	5	-0.448767532267059
LI_LUNG_CANCER	6	0.0133407878596727
LI_LUNG_CANCER	7	-0.302607281218382
LI_LUNG_CANCER	8	0.191245054460902
LI_LUNG_CANCER	9	0.103418160133239
LI_LUNG_CANCER	10	-0.244631457159717
LI_LUNG_CANCER	11	0.257262733423359
LI_PROSTATE_CANCER_EPIGENETIC	0	-0.232751358889373
LI_PROSTATE_CANCER_EPIGENETIC	1	0.127039690125468
LI_PROSTATE_CANCER_EPIGENETIC	2	0.226342264482771
LI_PROSTATE_CANCER_EPIGENETIC	3	-0.351002496909028
LI_PROSTATE_CANCER_EPIGENETIC	4	0.429131284443605
LI_PROSTATE_CANCER_EPIGENETIC	5	0.303115431160438
LI_PROSTATE_CANCER_EPIGENETIC	6	-0.063557258809217
LI_PROSTATE_CANCER_EPIGENETIC	7	-0.111062266718617
LI_PROSTATE_CANCER_EPIGENETIC	8	0.282758636458686
LI_PROSTATE_CANCER_EPIGENETIC	9	0.237853161589257
LI_PROSTATE_CANCER_EPIGENETIC	10	-0.151874633723738
LI_PROSTATE_CANCER_EPIGENETIC	11	0.0478086413772922
LI_WILMS_TUMOR	0	0.561784657759012
LI_WILMS_TUMOR	1	0.090111520062973
LI_WILMS_TUMOR	2	-0.0872089774433374
LI_WILMS_TUMOR	3	-0.113276373106145
LI_WILMS_TUMOR	4	0.770218710737914
LI_WILMS_TUMOR	5	0.374119777345658
LI_WILMS_TUMOR	6	-0.173365807124505
LI_WILMS_TUMOR	7	-0.000809912235099547
LI_WILMS_TUMOR	8	0.573292408399273
LI_WILMS_TUMOR	9	0.295900262140509
LI_WILMS_TUMOR	10	-0.537953981502147
LI_WILMS_TUMOR	11	-0.524813895781422
LI_WILMS_TUMOR_ANAPLASTIC_DN	0	-0.250362592323754
LI_WILMS_TUMOR_ANAPLASTIC_DN	1	0.0212690778189046
LI_WILMS_TUMOR_ANAPLASTIC_DN	2	-0.213687368760725
LI_WILMS_TUMOR_ANAPLASTIC_DN	3	-0.578897621143895
LI_WILMS_TUMOR_ANAPLASTIC_DN	4	0.124118874414924
LI_WILMS_TUMOR_ANAPLASTIC_DN	5	0.474042785107884
LI_WILMS_TUMOR_ANAPLASTIC_DN	6	0.225063474389562
LI_WILMS_TUMOR_ANAPLASTIC_DN	7	-0.369700869647894
LI_WILMS_TUMOR_ANAPLASTIC_DN	8	0.534711286928744
LI_WILMS_TUMOR_ANAPLASTIC_DN	9	0.499705377052061
LI_WILMS_TUMOR_ANAPLASTIC_DN	10	0.429020526746202
LI_WILMS_TUMOR_ANAPLASTIC_DN	11	0.159079363299503
LI_WILMS_TUMOR_ANAPLASTIC_UP	0	-0.46280494900292
LI_WILMS_TUMOR_ANAPLASTIC_UP	1	-0.394657193729255
LI_WILMS_TUMOR_ANAPLASTIC_UP	2	-0.101949646572691
LI_WILMS_TUMOR_ANAPLASTIC_UP	3	-0.0296261427171318
LI_WILMS_TUMOR_ANAPLASTIC_UP	4	0.116051112409457
LI_WILMS_TUMOR_ANAPLASTIC_UP	5	0.029342060715467
LI_WILMS_TUMOR_ANAPLASTIC_UP	6	0.784080617689474
LI_WILMS_TUMOR_ANAPLASTIC_UP	7	-0.149530285351162
LI_WILMS_TUMOR_ANAPLASTIC_UP	8	0.44558002260311
LI_WILMS_TUMOR_ANAPLASTIC_UP	9	0.27553440963305
LI_WILMS_TUMOR_ANAPLASTIC_UP	10	-0.0403058613011876
LI_WILMS_TUMOR_ANAPLASTIC_UP	11	0.132885678817274
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	0	-0.256104602889708
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	1	-0.184818151872736
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	2	-0.394013953827933
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	3	-0.178802218033219
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	4	-0.214527695573979
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	5	-0.0616158327933734
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	6	0.513020408037558
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	7	-0.333638530998456
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	8	0.0701406309537393
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	9	0.0933921353360604
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	10	0.0152546850674465
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	11	0.140733873222424
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	0	-0.100168788299032
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	1	-0.15184170031695
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	2	0.0802071259364605
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	3	-0.280404637226192
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	4	0.0521693113648579
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	5	-0.225159457426661
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	6	-0.297721204187116
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	7	-0.0668427922162563
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	8	0.137482205866736
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	9	0.169643715435323
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	10	-0.0115668250286615
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	11	0.0842118519546367
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	0	-0.16419940197448
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	1	0.207066423770493
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	2	0.308167537113197
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	3	-0.470608555350807
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	4	0.344636225233876
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	5	0.1908788567046
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	6	-0.217551223392891
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	7	0.130192565798622
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	8	0.481970696691273
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	9	0.375640041163985
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	10	0.146965857014979
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	11	-0.23451602918468
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	0	-0.447508779869795
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	1	0.393855198985031
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	2	0.11211887486056
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	3	-0.328027186958551
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	4	0.171351581732291
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	5	0.00517076144332032
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	6	0.470055548304664
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	7	-0.059786282985687
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	8	0.191388109123728
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	9	0.638537800187742
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	10	-0.127481198495142
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	11	-0.282824389220133
LIAN_LIPA_TARGETS_3M	0	-0.502738685021905
LIAN_LIPA_TARGETS_3M	1	-0.283779619981844
LIAN_LIPA_TARGETS_3M	2	0.183983904061132
LIAN_LIPA_TARGETS_3M	3	-0.350333946975223
LIAN_LIPA_TARGETS_3M	4	0.0264125263058315
LIAN_LIPA_TARGETS_3M	5	-0.35661764533726
LIAN_LIPA_TARGETS_3M	6	-0.538574130961808
LIAN_LIPA_TARGETS_3M	7	0.266716688015782
LIAN_LIPA_TARGETS_3M	8	0.0813508996014199
LIAN_LIPA_TARGETS_3M	9	0.239995399151104
LIAN_LIPA_TARGETS_3M	10	-0.243756879032528
LIAN_LIPA_TARGETS_3M	11	-0.262251957415233
LIAN_LIPA_TARGETS_6M	0	-0.456261724203734
LIAN_LIPA_TARGETS_6M	1	-0.197921283018534
LIAN_LIPA_TARGETS_6M	2	0.169515766823828
LIAN_LIPA_TARGETS_6M	3	-0.345900337246621
LIAN_LIPA_TARGETS_6M	4	0.0595352568780336
LIAN_LIPA_TARGETS_6M	5	-0.25135186558918
LIAN_LIPA_TARGETS_6M	6	-0.480302387180425
LIAN_LIPA_TARGETS_6M	7	0.279012359745645
LIAN_LIPA_TARGETS_6M	8	0.0399621955004391
LIAN_LIPA_TARGETS_6M	9	0.227683506245186
LIAN_LIPA_TARGETS_6M	10	-0.233096308856421
LIAN_LIPA_TARGETS_6M	11	-0.269670501756439
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	0	-0.533396560934024
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	1	-0.422903188991189
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	2	0.443692642962291
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	3	-0.383056778417478
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	4	0.154729470935236
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	5	-0.436583788959684
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	6	-0.660344441993129
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	7	0.360729271552938
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	8	0.281802553472958
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	9	0.380890164206108
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	10	-0.128905842958044
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	11	0.0855560798114344
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	0	-0.170605371072639
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	1	0.0897647771961998
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	2	0.0895375485785266
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	3	-0.42026134439543
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	4	-0.324958088288128
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	5	-0.233671488573678
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	6	0.178581664067612
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	7	0.107179059470767
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	8	0.245678564455234
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	9	0.135398750730241
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	10	0.279212496310253
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	11	0.243594610152454
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	0	-0.396593610441806
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	1	-0.318224743868446
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	2	-0.125168395915427
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	3	-0.469084474403388
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	4	-0.273983967223173
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	5	-0.2204531089387
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	6	-0.160088038434497
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	7	-0.181418011495842
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	8	0.134307754373734
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	9	0.0881387090624873
